,drug,drug_name
12174405,CLEI02,CLEXane  INJ   60 MG./0.6  ML.            
12174452,MXXPBLCIB,X-Peripheral balloon +Indeflator /         
12174466,VERI01,Verapamil HCl Inj 2.5 mg/ml               
12175044,BEFT01,*Off Auto*Befarin Tab   2   mg   *HAD*   
12176167,LORT03,*(c)Loranta Tab 50 mg
12178824,MYOT02,*(c)Myonal Tab 50 mg
12178871,CELT06,*(c)Celebrex Cap 400 mg
12179376,ARAT03,Arava Tab 20 mg                              
12179480,PROE03,*Off Auto*Proctosedyl Suppo                       
12179536,MXLGSTPP,"Stent [Peripheral] Pixel, Zeta /          "
12180004,VYTT01,Vytorin Tab (10/20)                          
12180026,VYTT01,*(c)Vytorin Tab (10/20)                           
12180032,BETT01,*Off Auto*Betaloc Tab 100 mg                      
12180041,EXET01,*(c)Exelon Cap 1.5 mg                             
12180064,VYTT01,*(c)Vytorin Tab (10/20)
12180994,MIRT02,*Off Auto*Miracid Cap 20 mg                  
12181328,DIOT01,*(c)Diovan Tab 80 mg                              
12181464,STAT01,Stablon Tab 12.5 mg                               
12181468,XANT01,*(c)Xanax Tab 0.25 mg
12181473,DIOT01,*(c)Diovan Tab 80 mg
12184265,MXEYDL6205,DL-65T Intraocular lens 20.5  /           
12185502,DORI02,Dormicum  Inj 5 mg/ml   *HAD*                
12185667,CEFI01,*Off Auto*Cefamezin Inj 1 g                       
12185669,DOST01,*Off Auto*Dosanac Tab 25 mg                       
12185905,VILT04,Viladil Tab 250 mg                           
12185909,TRIT08,Tritace Tab 5 mg                             
12186749,DIAT06,Diamicron Tab 80 mg                          
12186786,NORT09,*(c)NorVasc Tab 5 mg
12188668,METT07,*(c)Metoprolol  200  Stada *TAB.                  
12188892,MXSBLSETTB,Balloon Stone Extractor  # /               
12188988,DULE01,Dulcolax  *SUPPO* (adult)                    
12189563,FOSI01,Fosmicin Inj 2 g                          
12189580,FOSI01,*(c)Fosmicin Inj 2 g                      
12190001,TRAI01,*(c)Tramal Inj 50 mg/ml
12191545,FENT01,*Off Auto*Fenisal Tab 10 mg                       
12192486,HAEI01,Haemaccel 500 ml w/ Set                      
12194580,CORT04,Corpril   Cap   2.5 mg                    
12194583,CORT04,*(c)Corpril   Cap   2.5 mg                
12194589,DOZT01,*(c)Dozozin-2 Tab
12194849,DEXT01,Dexasone Tab 0.5 mg                  
12195290,GPOT09,*Off Auto*GPO-L-ONE Tab 500 mg                    
12195351,MADT02,*Off Auto*Madopar Tab 250 mg                      
12195352,EXET02,Exelon   CAP.   3   MG.                      
12195353,RIST02,Risperdal Quicklet 1 mg                      
12195366,EXET02,*(c)Exelon   CAP.   3   MG.                       
12195380,RIST02,*(c)Risperdal Quicklet 1 mg
12195381,EXET02,*(c)Exelon   CAP.   3   MG.
12195382,MADT02,*(c)Madopar Tab 250 mg
12195383,DIAT02,*(c)Diazepam Tab    2   mg
12196265,MXEYEP5120,EP 525A Intraocular lens  /       
12197343,MINT03,*(c)Minipress Tab 1 mg                            
12197960,DORI02,Dormicum  Inj 5 mg/ml   *HAD*             
12198077,XATT02,Xatral XL Tab 10 mg                          
12198561,PLET01,Pletaal Tab 50 mg                            
12198704,BIOT01,*Off Auto*Bionutrin Tab                           
12199650,DORT01,Dormicum Tab 15 mg *ANES*                 
12200010,MXOSFHKSPS,Seffa Hinge knee () /       
12200161,MXCSJRRTSJ,St.Jude Ring [Rigid/Tailor/Tailor-C] 
12200209,BERT02,*Off Auto*Hyles Tab 25 mg                         
12200432,AKAI01,*Off Auto*Akacin Inj 250 mg                       
12201992,ACTT06,*Off Auto*Actonel Tab 35 mg                       
12202012,CELT04,*Off Auto*Celebrex Cap 200 mg                     
12202606,NEBT01,*Off Auto*Nebilet Tab 5 mg                        
12203562,MINI01,*Off Auto*Minirin (ddavp) Inj 1 ml                
12203576,MINI01,*(c)Minirin (ddavp) Inj 1 ml
12205008,MXSSTPCDH3,Circular staple 33 mm (CDH33)  /         
12205347,METT08,*Off Auto*Metoprolol 100 Stada Tab                
12205410,CORI01,*(c)Cordarone Inj 150 mg/3 ml                     
12206169,LORT03,*Off Auto*Loranta Tab 50 mg                       
12206178,HART02,*Off Auto*Hartsorb Sublingual Tab 5 mg            
12206610,CIPT01,Ciprobay Tab 250 mg                          
12206637,MXSCNPKJ,Cranioplastic Kit  /             
12208078,SHOLX1,SHOHL's Solution 480 ml                           
12208417,FENE01,Fentanyl GPO TTS 12 mcg/hr
12208642,SABT01,Sabril Tab 500 mg                            
12208647,SABT01,*(c)Sabril Tab 500 mg                             
12209217,REMT01,Remeron Tab 30 mg                         
12209421,ARIT01,*(c)Aricept Tab 5 mg                              
12209473,CALT08,*Off Auto*Calcit SG Cap 0.25 mcg                  
12209684,PLET02,Plendil Tab 5 mg                             
12209721,MONT04,*(c)Monolin 20SR Cap
12209723,PART06,*(c)Pariet Tab 20 mg
12209724,PLET02,*(c)Plendil Tab 5 mg
12210454,PLAT03,*Off Auto*Plavix Tab 75 mg                        
12213820,MXSSTPCDH2,Circular staple 29 mm (CDH29)  / 
12214633,VITT05,*Off Auto*Vitamin B6 Tab 10 mg                    
12217509,ZYLT01,*(c)Zyloric Tab 100 mg                            
12217512,ZYLT01,Zyloric Tab 100 mg                           
12217710,CIFI01,*Off Auto*Cifloxin IV 200 mg/100 ml               
12218274,LANL01,Digoxin *Elixir* 60 ml.  (0.05mg/ml)  *HAD*  
12218475,MXEYSN6022,SN60WF Intraocular lens 22.0 /        
12218617,AZIT01,*Off Auto*Azithro Cap 250 mg                      
12218620,GPOT11,*Off Auto*GPO-A-Flu Cap 75 mg
12220326,CODT03,*(c)Co-Diovan Tab (80/12.5)                       
12220344,ONSI01,*(c)Onsia   *Inj   4   mg
12220358,REMT06,Remeron Soltab 15 mg                         
12220367,REMT06,*(c)Remeron Soltab 15 mg                          
12220617,SIAT04,*Off Auto*Siampraxol Tab 0.25 mg                  
12220888,CERT01,*Off Auto*Cerebroad Tab 25 mg                     
12221990,MXMWCFS8IS,Wheel chair () /       
12222808,RANI01,*Off Auto*Ranidine Inj 50 mg/2 ml                 
12222809,RANI01,*Off Auto*Ranidine Inj 50 mg/2 ml
12223028,HALT06,*(c)Halomed Tab 5 mg                              
12223034,HALI01,Haldol decanoas Inj 50 mg                         
12223070,NATT03,*(c)Natrilix SR Tab 1.5 mg                        
12223541,PHEL03,*(c)Phenobarb Elixir  (20 mg/5 ml)   60 ml        
12223841,XATT02,*(c)Xatral XL Tab 10 mg
12223989,UNAI01,Unasyn Inj 3 g                                    
12224577,ELA003,"Elastic Bandage 3""x5yds                      "
12224580,CIPT04,*Off Auto*Ciproxyl Tab 500 mg                     
12224791,AMII01,Aminophylline Inj 250 mg/10 ml               
12224823,CALT05,*Off Auto*Caltrate-600 Tab                        
12224825,EMTT01,Emthexate Tab 2.5 mg                 
12224967,TELI01,Telebrix-35 50 ml  *X*                       
12224970,KLAI01,*Off Auto*KlaCid  IV 500 mg                       
12226568,ASPT04,*(c)Aspent Tab 300 mg
12227152,MXLNSTED,Endeavor Drug eluting stent /           
12227198,ACTT02,*(c)Actifed Tab                                   
12227230,SIAT05,Siampraxol Tab 0.5 mg                        
12230287,FENE01,*(c)Fentanyl GPO TTS 12 mcg/hr                    
12230295,EFET01,*(c)Efexor XR Cap 75 mg
12231186,BENI03,*(c)Benzathine Pen G 1.2 mU Inj                   
12231192,BENI03,*(c)Benzathine Pen G 1.2 mU Inj
12231521,BART02,*(c)Baraclude Tab 1 mg                            
12231954,MOBT01,*Off Auto*Mobic Tab 7.5 mg                        
12232027,APRT04,*(c)Aprovel Tab 150 mg
12234324,PTMF48,"Pressure Tubing M/F 48""                   "
12234351,ZIMT01,*Off Auto*Zimmex Tab 10 mg                        
12234734,BERE02,Berodual  *SOL * 20 ml                       
12234764,CONI01,*Off Auto*Controloc Inj 40 mg                     
12234786,BERE03,*Off Auto*Berodual  *FORTE* Sol 4 ml              
12234787,BERE03,*Off Auto*Berodual  *FORTE* Sol 4 ml
12236413,SILEX2,Silver Sulfadiazine Cr. 30 g              
12236550,DIAT09,Diamicron MR Tab 30 mg                       
12236574,SUPT02,*(c)Supralip NT Tab 145 mg                        
12236919,SOMI01,Somatostatin Inj 250 mcg                          
12236935,CHLI02,*Off Auto*ChlorPHENiraMine   Inj   10 mg          
12239974,LOSI01,Losec IV 40 mg                            
12241755,ELOT01,*Off Auto*Elonza Tab 100 mg                       
12243638,PTMM60,"Pressure Tubing M/M 60""                      "
12244636,COSI01,Cosmegen Inj 0.5 mg (X)C0053*Chemo*       
12245684,MXCITDC8E,Introducer sheath 8F /        
12245685,MXCTPRPL5S,Temporary Pacing Lead 5 F /      
12246430,SALT05,*(c)Salbutac Tab 2 mg ( Ventolin)              
12246843,PAVI01,Pavulon Inj 4 mg  *ANES*                          
12247731,PROT02,*Off Auto*Propranolol *TAB. 40 MG.                
12249780,INTI17,Intaxel Inj 260 mg  (X)I0008*Chemo*          
12249869,SALT03,Salagen Tab 5 mg                                  
12249958,INDT04,*(c)Indomethacin Cap 25 mg
12250192,SPAT02,Spasmo-Lyt Tab 20 mg                         
12250204,FLUT04,*Off Auto*Fluimucil-A 600 Tab                     
12250214,PSET02,*Off Auto*Pseudoephedrine F/C Tab  60 mg          
12250219,PSET02,*(c)Pseudoephedrine F/C Tab  60 mg                
12250706,HIZT01,*Off Auto*Hizin Tab 10 mg                         
12252361,AVAT01,Avandia Tab 8 mg                             
12252391,DIAT09,*(c)Diamicron MR Tab 30 mg
12252426,MOTT01,*Off Auto*Motilium-M Tab                     
12252463,AVAT01,*(c)Avandia Tab 8 mg
12254863,MONT04,*Off Auto*Monolin 20SR Cap                        
12255107,BENT03,*Off Auto*Benzhexol Tab 2 mg                      
12255682,BEFT01,*Off Auto*Befarin Tab   2   mg   *HAD*  
12255683,OFLT02,*Off Auto*Ofloxin Tab 200 mg                 
12258081,MXEYOX5700,Oxane silicone oil 5700 +/       
12258268,ZAVI02,Zavedos Inj 5 mg  (X)Z0001*Chemo*                 
12258802,HEAI03,Healon 5 Inj 0.6 ml                               
12258994,AMII13,AminoVen INFANT 10% 100 ml                        
12261417,DACT01,*Off Auto*Dacin-F Cap 150 mg                      
12261484,HYP003,Hypafix 15cm x10m                            
12261523,PRAT02,Prasikon Tab 600 mg                          
12262305,SPAT04,*Off Auto*Spazol Cap 100 mg                  
12262331,MXEYEP5120,EP 525A Intraocular lens  /               
12262505,DEXT01,*Off Auto*Dexasone Tab 0.5 mg                     
12262533,PGSI01,*Off Auto*P.G.S. 1 mu                             
12263518,MITI03,Mitoxantrone Inj 20 mg  (X)M0017*Chemo*   
12263577,PROI08,Prostin VR Inj 0.5 mg/ml                          
12265624,MERT02,*Off Auto*Mertigo Tab 6 mg                        
12265924,SIAT05,*(c)Siampraxol Tab 0.5 mg
12267992,FYTI01,Fytosid Inj 100 mg/5 ml  (X)F0019*Chemo*     
12268035,GLYI02,Glycine-Tur 2000 ml                               
12268062,CODT06,*Off Auto*Codesia Tab                             
12268785,CAVL01,Cavumox ES Syr 70 ml                              
12268811,FERT01,*Off Auto*Ferli-6 Tab                        
12268905,AMII01,*(c)Aminophylline Inj 250 mg/10 ml                
12268906,AMII01,*(c)Aminophylline Inj 250 mg/10 ml
12269493,OMNL01,Omnicef Susp 30 ml                                
12269541,CEFT02,*Off Auto*Cephalexyl Cap 500 mg                   
12269618,ZEFI01,*Off Auto*Zefxon Inj 40 mg
12269631,PRET08,*Off Auto*PrednisoLone Tab 5 mg              
12269750,NSSI04,NSS/2 1000 ml                             
12270053,MELT03,*Off Auto*Melox Tab 7.5 mg                        
12271441,TRAT01,*Off Auto*Tramal Cap 50 mg                        
12271955,ZINI01,*Off Auto*Zinacef Inj 750 mg                      
12272439,IRII02,Irinotel Inj 100 mg    (X)I0014 *Chemo*           
12272440,IRII01,Irinotel Inj 40 mg   (X)I0013 *Chemo*             
12272511,SANI04,*Off Auto*Sandostatin Inj 1 mg/5 ml               
12273791,NAPT01,*Off Auto*Naprosian Tab 250 mg                    
12273792,MYDT01,*(c)Mydocalm Tab                          
12274061,FAMT01,*(c)Famoc Tab 20 mg                               
12274063,FAMT01,*(c)Famoc Tab 20 mg
12276293,POLT03,Polytanol Tab 25 mg                       
12276785,MXEYSA6023,SA60AT Intraocular lens 23.0 /        
12277686,ELA013,Elastic Adhesive Bandage 10cm                     
12277717,ASPT02,*Off Auto*Aspirin Tab 300 mg                      
12280277,MINT03,Minipress Tab 1 mg                           
12280392,COL023,Collar M-soft (L)                            
12281189,DEXI04,Dexamethasone Inj 4mg/ml ***                      
12282739,COMT06,*Off Auto*Combizym Tab                            
12282740,MAGT01,*Off Auto*Magesto Tab                             
12282792,AUGL01,Augmentin Dry Syrup 60 ml                    
12286169,PTMF24,"Pressure Tubing M/F 24""                   "
12286481,MXEYR6200,Rohto RE 06F Intraocular Lens 20.0 /        
12286637,PRET03,*Off Auto*Prenolol Tab 100 mg                     
12287197,CAV014,Cavafix 14G 70 cm (475)                      
12287362,ESPI01,"Espogen PFS 4,000 IU/0.4 ml                       "
12289531,ROST01,Rosil Cap 300 mg                                  
12290036,NELT01,*(c)Nelapine Cap 5 mg
12290275,LEUI08,Leucovorin Inj 300 mg (X)C0050                    
12290318,EPHI01,Ephedrine HCl    INJ   30 mg/ml                   
12291153,HERT01,*Off Auto*Herbesser Tab 30 mg                     
12291212,HERT02,*(c)Herbesser 90SR Cap
12291213,PLET03,*(c)Plendil Tab 10 mg
12292323,RENT01,Renitec Tab 20 mg                            
12292764,FELT02,*(c)Felodipin Stada 5 mg                          
12294723,ARCT02,*Off Auto*Arcoxia   Tab   90   mg                 
12294725,VERT02,*Off Auto*VeRagel DMS Tab                         
12295860,NSSI04,NSS/2 1000 ml                                     
12296152,MXSEDG45D3,Endo GIA II 45 -DLU 3.5/4.8 /       
12296155,MXSEDG45D3,Endo GIA II 45 -DLU 3.5/4.8 /
12296203,XATT02,*Off Auto*Xatral XL Tab 10 mg                     
12296208,DACT01,*(c)Dacin-F Cap 150 mg
12296562,HYPT01,Hyperdix Tab 1 mg                            
12296565,FIBT01,*Off Auto*Fibril Cap 160 mg                       
12296574,HYPT01,*(c)Hyperdix Tab 1 mg                             
12296597,HYPT01,*(c)Hyperdix Tab 1 mg
12296849,FENE01,Fentanyl GPO TTS 12 mcg/hr                
12296863,FENE01,*Off Auto*Fentanyl GPO TTS 12 mcg/hr              
12296873,FENE01,*(c)Fentanyl GPO TTS 12 mcg/hr
12296881,HALI02,*(c)Haldol *Inj *5 mg/ml                          
12297180,MXOQCT,Quad cane # /                            
12297374,ATAT01,*Off Auto*Atarax Tab 10 mg                        
12297829,RED002,Redovac 400 cc                            
12298670,ZERT03,*Off Auto*Zertine Tab 10 mg                  
12298675,ZERT03,*(c)Zertine Tab 10 mg
12298680,DEST01,*(c)Desirel Tab 50 mg
12299922,FLUT06,*(c)Flucozole Cap 50 mg
12301071,PULE03,Pulmicort Turbuhaler 200 mcg                 
12301259,BLOT03,Blopress    PLUS  Tab                             
12301354,ATAT02,*(c)Atarax Tab 25 mg
12302171,CAV015,Cavafix 16G 70 cm (375)                      
12302172,CAV011,Cavafix 14G 45 cm (455)                      
12302245,BEST02,*(c)Bestatin TAB   40   MG.
12303224,VERT05,*(c)Veraplex Tab 500 mg                           
12303650,MADT03,*Off Auto*Madiplot Tab 20 mg                      
12303671,MXXSSLITM,X-Safe sheath lead Introducer /         
12303672,MXXTASGBN,"X-Talent  AAA stent graft,Bifurcation / "
12303673,MXXTASGIN,"X-Talent stent graft,Iliac limb /       "
12303674,MXXRSGBM,X-Reliant stent graft balloon cath. /   
12303679,BETT01,Betaloc Tab 100 mg                        
12303683,NEUT03,*Off Auto*Neurobion Tab                           
12303687,CART06,Cardura Tab  2  mg                        
12303689,IMDT01,Imdur CR Tab 60 mg                        
12303727,CART06,*(c)Cardura Tab  2  mg
12303729,BETT01,*(c)Betaloc Tab 100 mg                    
12303732,VITT07,*(c)Vitamin B-complex Tab                 
12303733,LAST02,*(c)Lasix   TAB   500   MG.               
12303734,MADT03,*(c)Madiplot Tab 20 mg                    
12303735,CART06,*(c)Cardura Tab  2  mg                    
12303737,IMDT01,*(c)Imdur CR Tab 60 mg                    
12303738,BENT04,*(c)Benarone Tab 100 mg                   
12303758,MXMUNMTD,Unometer /                            
12304608,OMNT01,*(c)Omnicef Cap 100 mg
12305241,CERT03,*Off Auto*Certican Tab  0.5  mg           
12305242,CAST03,*Off Auto*CasCor XL Cap 120 mg            
12305243,SUPT02,*Off Auto*Supralip NT Tab 145 mg          
12305244,MAGT03,*Off Auto*Magoral Cap 140 mg              
12305245,FLUT06,*Off Auto*Flucozole Cap 50 mg                     
12305251,SUPT02,Supralip NT Tab 145 mg                       
12305261,MAGT03,*Off Auto*Magoral Cap 140 mg
12305262,CAST03,*Off Auto*CasCor XL Cap 120 mg
12305263,SUPT02,*Off Auto*Supralip NT Tab 145 mg
12305264,CERT03,*Off Auto*Certican Tab  0.5  mg
12305441,SHOLX2,SHOHL's  *w/o K*  Sol 480 ml                      
12306576,LOSI01,*Off Auto*Losec IV 40 mg                          
12307645,PGSI02,P.G.S. 5 mu                               
12308945,TEMT02,Temodal Cap 100 mg   (X)T0016                     
12308946,TEMT03,Temodol Cap 20 mg  (X)T0015                       
12311419,ALWT01,*Off Auto*Alworm Tab 100 mg                       
12311582,SILEX2,Silver Sulfadiazine Cr. 30 g                 
12313177,FIRT01,Firide Tab 5 mg                              
12313192,FIRT01,*(c)Firide Tab 5 mg
12313193,HART03,*(c)Harnal OCAS Tab 0.4 mg
12313319,CANE02,Canesten Cream 20 g                          
12313390,ZINEX2,Zinc Oxide Powder 30 g                            
